Frequency [Hz],Amplitude,X [mm],Y [mm]
95.3021,-4.9155,-4.7774,-4.5752
95.3407,-4.7236,-4.4789,-4.3499
95.3794,-4.7052,-5.3974,-4.5117
95.418,-4.7195,-4.9006,-5.302
95.4566,-4.8871,-4.6445,-4.5386
95.4953,-4.7402,-4.9339,-5.021
95.5339,-4.799,-4.6969,-4.3957
95.5726,-5.2304,-4.8846,-5.115
95.6112,-4.8437,-4.8041,-4.9036
95.6499,-4.7668,-4.7407,-4.3781
95.6885,-4.8794,-4.7287,-4.681
95.7272,-4.5874,-4.5016,-4.5104
95.7658,-5.0253,-4.9728,-4.9876
95.8045,-4.8851,-5.0682,-4.7142
95.8431,-4.9912,-4.7893,-4.5028
95.8818,-5.2824,-4.6351,-4.5126
95.9204,-5.0064,-4.8091,-4.4696
95.959,-4.5871,-4.64,-4.7049
95.9977,-4.7607,-4.8415,-4.2639
96.0363,-4.6433,-4.5523,-4.507
96.075,-4.5165,-4.4617,-4.9496
96.1136,-5.0212,-4.9861,-4.6068
96.1523,-5.2429,-4.6161,-4.4522
96.1909,-5.1613,-4.8748,-4.7493
96.2296,-4.5579,-5.0423,-4.942
96.2682,-4.6502,-4.7943,-4.9653
96.3069,-4.9957,-4.7653,-4.3976
96.3455,-4.6737,-5.0654,-4.5453
96.3842,-4.8387,-4.7481,-4.5961
96.4228,-4.8263,-4.854,-4.9677
96.4615,-5.0836,-4.6567,-4.4981
96.5001,-5.0158,-5.3347,-4.4669
96.5387,-4.9287,-5.0967,-4.3937
96.5774,-4.609,-4.7207,-4.4599
96.616,-4.6594,-4.7737,-4.5749
96.6547,-5.1521,-5.0424,-4.8525
96.6933,-5.0557,-4.8179,-4.6984
96.732,-5.316,-5.2097,-4.5114
96.7706,-4.6985,-4.9161,-4.7094
96.8093,-4.7723,-4.7157,-4.6157
96.8479,-5.2604,-4.9718,-4.3482
96.8866,-4.5494,-4.7656,-5.1119
96.9252,-4.8276,-5.122,-4.7717
96.9639,-5.6264,-4.6669,-4.4634
97.0025,-4.692,-4.8331,-4.5652
97.0411,-4.7797,-4.8321,-4.8588
97.0798,-5.0298,-4.5013,-4.5937
97.1184,-4.9142,-4.7734,-4.5271
97.1571,-5.0125,-4.752,-4.4949
97.1957,-4.5668,-4.5953,-5.0053
97.2344,-4.6208,-4.6698,-4.6729
97.273,-4.9822,-4.6269,-4.4648
97.3117,-4.7117,-4.7446,-4.6118
97.3503,-4.7599,-4.4903,-4.8093
97.389,-4.8881,-5.0432,-4.5762
97.4276,-5.3696,-5.112,-4.7799
97.4663,-4.8882,-5.0592,-4.433
97.5049,-4.9859,-4.9994,-4.5489
97.5435,-5.0214,-4.6336,-4.1925
97.5822,-4.5943,-4.5765,-4.5879
97.6208,-4.7295,-4.7775,-4.3571
97.6595,-4.9603,-5.0586,-4.4847
97.6981,-4.7306,-4.9647,-4.9905
97.7368,-4.5632,-4.8623,-4.5834
97.7754,-4.6394,-4.5591,-4.9867
97.8141,-4.936,-5.8953,-4.7545
97.8527,-4.6297,-5.3044,-4.5714
97.8914,-4.827,-4.5584,-4.4284
97.93,-4.8049,-5.1109,-4.9261
97.9687,-4.7604,-4.7004,-4.6427
98.0073,-4.5799,-4.6911,-4.7242
98.046,-4.9409,-5.1273,-4.5637
98.0846,-4.8525,-5.0698,-4.501
98.1232,-4.8107,-4.7872,-4.5999
98.1619,-5.0318,-4.5249,-5.628
98.2005,-5.2413,-4.7556,-4.3986
98.2392,-4.8936,-4.6186,-4.8023
98.2778,-4.9153,-4.9141,-4.6278
98.3165,-4.5964,-4.6273,-4.6958
98.3551,-5.364,-5.0243,-4.5753
98.3938,-4.6606,-4.6905,-4.6886
98.4324,-5.2308,-5.1944,-4.6481
98.4711,-4.5595,-4.712,-4.7086
98.5097,-4.9376,-4.8317,-4.6048
98.5484,-4.8082,-4.7371,-4.3575
98.587,-4.8753,-4.5606,-4.9046
98.6256,-5.232,-6.5124,-4.6614
98.6643,-4.8674,-4.8857,-4.6344
98.7029,-4.601,-5.1242,-4.5845
98.7416,-4.8634,-4.8427,-4.2791
98.7802,-4.9458,-5.5438,-4.761
98.8189,-5.5533,-4.7391,-4.5461
98.8575,-4.6306,-5.3058,-4.7037
98.8962,-4.5515,-4.841,-4.3257
98.9348,-4.9012,-4.4953,-4.5705
98.9735,-5.0346,-4.6779,-5.163
99.0121,-4.8954,-4.6363,-4.3153
99.0508,-4.8609,-4.7992,-4.5341
99.0894,-4.8028,-5.2084,-4.9062
99.1281,-4.8732,-4.9578,-4.6287
99.1667,-4.6467,-5.4893,-4.8022
99.2053,-5.4597,-4.8797,-4.785
99.244,-4.8709,-5.1601,-4.7735
99.2826,-4.8418,-4.7745,-4.4758
99.3213,-4.7932,-5.0523,-4.5179
99.3599,-4.918,-4.6433,-4.4693
99.3986,-4.8985,-4.7688,-4.5979
99.4372,-4.6427,-5.0883,-4.5385
99.4759,-4.6182,-4.4646,-4.5525
99.5145,-5.3706,-5.1134,-4.5894
99.5532,-4.6499,-4.8602,-4.3711
99.5918,-4.6859,-4.764,-5.61
99.6305,-4.5853,-4.6293,-4.5229
99.6691,-4.8226,-4.6701,-5.3709
99.7077,-4.7354,-4.849,-4.8584
99.7464,-5.2786,-5.0519,-4.7502
99.785,-5.0487,-4.8744,-4.3037
99.8237,-5.4196,-5.0247,-4.6774
99.8623,-5.024,-4.8469,-4.6788
99.901,-4.9802,-4.7669,-4.8347
99.9396,-4.5876,-4.8115,-4.338
99.9783,-4.7329,-4.4799,-4.0623
100.0169,-5.3337,-5.4365,-4.3414
100.0556,-4.8403,-4.643,-4.3747
100.0942,-4.5738,-5.0343,-4.5332
100.1329,-4.9216,-5.2307,-4.4133
100.1715,-4.6318,-5.0002,-4.5861
100.2102,-4.9541,-4.9414,-4.8019
100.2488,-4.9545,-4.6662,-4.3599
100.2874,-5.5853,-4.9413,-4.4945
100.3261,-4.9231,-5.0891,-4.6913
100.3647,-4.9856,-6.0221,-4.5741
100.4034,-5.0337,-4.7749,-5.4214
100.442,-5.1071,-4.829,-4.6771
100.4807,-4.6909,-4.667,-4.4455
100.5193,-4.9643,-4.8491,-4.7801
100.558,-4.6211,-5.006,-4.3998
100.5966,-4.8428,-4.4312,-4.31
100.6353,-4.6299,-4.7165,-4.5421
100.6739,-4.7071,-4.7973,-4.2543
100.7126,-5.2052,-4.9088,-4.6225
100.7512,-6.153,-4.8448,-4.6807
100.7898,-4.7353,-4.7191,-5.0012
100.8285,-4.9732,-4.5453,-4.6814
100.8671,-4.6651,-4.7933,-5.1702
100.9058,-4.6891,-4.6629,-4.2619
100.9444,-4.6421,-4.6738,-4.4654
100.9831,-4.6921,-5.3037,-4.9328
101.0217,-5.0761,-5.4169,-4.6233
101.0604,-4.8514,-4.6031,-4.4723
101.099,-4.8194,-4.7336,-4.6489
101.1377,-4.7209,-4.979,-4.5768
101.1763,-5.0561,-5.1887,-4.6558
101.215,-4.8152,-4.9961,-4.6523
101.2536,-4.845,-5.0971,-4.5807
101.2923,-4.6134,-4.8253,-4.4419
101.3309,-5.0766,-5.1886,-5.2466
101.3695,-4.9754,-4.847,-4.4389
101.4082,-4.7499,-5.0174,-4.4325
101.4468,-5.3506,-4.9872,-4.7333
101.4855,-5.1055,-5.0758,-4.5291
101.5241,-4.6122,-4.8156,-4.5063
101.5628,-4.7571,-5.2871,-4.6966
101.6014,-4.6731,-4.9636,-4.8534
101.6401,-4.8343,-4.8417,-4.4086
101.6787,-4.6651,-4.6993,-4.9016
101.7174,-5.2754,-4.7409,-4.3654
101.756,-4.7158,-4.759,-4.6986
101.7947,-4.642,-4.7364,-4.2824
101.8333,-5.2321,-5.176,-4.8615
101.8719,-5.8175,-4.8501,-4.4407
101.9106,-5.0269,-4.5962,-4.4113
101.9492,-4.5935,-4.7229,-4.6158
101.9879,-4.7884,-4.6539,-4.5287
102.0265,-4.8273,-4.8442,-4.7799
102.0652,-4.7864,-4.7262,-4.9886
102.1038,-4.9045,-6.3148,-4.5831
102.1425,-4.7072,-4.646,-4.6989
102.1811,-4.8698,-4.8096,-4.7203
102.2198,-5.3999,-4.8768,-4.8919
102.2584,-4.7058,-4.6678,-4.7807
102.2971,-4.5525,-4.9103,-4.282
102.3357,-4.6942,-4.5051,-4.6712
102.3744,-5.2154,-5.2643,-4.6875
102.413,-4.8531,-4.8378,-4.5353
102.4516,-5.554,-5.2378,-4.9106
102.4903,-4.5758,-4.6106,-4.6845
102.5289,-4.4738,-5.3754,-4.7792
102.5676,-4.7449,-5.1841,-4.8827
102.6062,-4.5908,-4.4603,-5.0528
102.6449,-4.8509,-4.7247,-4.3994
102.6835,-4.6391,-4.9039,-4.5011
102.7222,-5.8355,-4.7345,-4.5663
102.7608,-5.2525,-4.7161,-5.491
102.7995,-4.8684,-5.2499,-4.8562
102.8381,-5.0539,-5.0209,-5.3889
102.8768,-4.7219,-5.3046,-4.48
102.9154,-4.8206,-5.5934,-4.9639
102.954,-5.0268,-5.3058,-4.753
102.9927,-5.0652,-4.9712,-4.5937
103.0313,-4.6379,-4.7149,-4.4507
103.07,-5.1491,-4.7973,-4.6028
103.1086,-4.98,-4.656,-4.6235
103.1473,-4.8651,-4.5334,-4.9021
103.1859,-4.6131,-4.5098,-4.8702
103.2246,-6.0272,-5.0704,-4.839
103.2632,-4.8303,-5.1364,-4.4068
103.3019,-5.4488,-4.9354,-4.8159
103.3405,-4.8137,-5.3024,-4.4573
103.3792,-4.7705,-5.0343,-4.5503
103.4178,-5.1589,-4.6019,-4.8059
103.4565,-5.1971,-5.1359,-4.6383
103.4951,-4.5034,-4.5538,-6.0993
103.5337,-5.1843,-4.6494,-4.4126
103.5724,-4.7659,-5.0543,-4.2442
103.611,-4.7089,-5.103,-5.1217
103.6497,-5.1089,-5.1108,-4.7543
103.6883,-4.5367,-4.7395,-5.2942
103.727,-4.9344,-4.4671,-4.5785
103.7656,-4.6026,-4.9838,-4.6342
103.8043,-5.6152,-4.6108,-4.4329
103.8429,-4.5668,-4.992,-4.8603
103.8816,-4.6286,-5.1845,-4.8111
103.9202,-4.9801,-4.9038,-5.0782
103.9589,-4.783,-4.473,-4.7928
103.9975,-4.7363,-4.7944,-4.465
104.0361,-5.1109,-5.0186,-4.9233
104.0748,-5.1631,-5.1393,-5.4101
104.1134,-4.6937,-4.7623,-4.726
104.1521,-4.6589,-4.7334,-4.4973
104.1907,-4.9976,-5.0889,-4.3538
104.2294,-4.7615,-4.9282,-4.5932
104.268,-4.7402,-5.0829,-4.4881
104.3067,-4.9309,-4.9034,-5.828
104.3453,-4.7537,-4.7448,-4.8127
104.384,-4.6762,-5.1577,-4.8616
104.4226,-4.8545,-4.6032,-5.0658
104.4613,-5.4748,-4.7161,-5.0262
104.4999,-4.8687,-4.7459,-5.2279
104.5386,-4.9562,-4.9746,-4.2879
104.5772,-5.0399,-5.2102,-4.509
104.6158,-4.9051,-4.7724,-4.8601
104.6545,-5.1712,-4.9622,-4.4114
104.6931,-4.5925,-4.6108,-4.7563
104.7318,-4.8251,-4.9503,-5.0085
104.7704,-4.9495,-5.1704,-4.5335
104.8091,-4.8374,-4.8896,-4.5029
104.8477,-4.99,-4.7207,-4.3205
104.8864,-4.836,-4.659,-4.7483
104.925,-4.7547,-5.2538,-4.601
104.9637,-4.757,-4.8806,-4.4865
105.0023,-5.2388,-5.4962,-4.4853
105.041,-4.741,-4.7797,-4.3222
105.0796,-4.9014,-4.7056,-4.4201
105.1182,-4.9635,-4.8235,-4.6035
105.1569,-5.4758,-4.7603,-4.4754
105.1955,-4.8268,-5.0247,-4.6369
105.2342,-5.0733,-4.7917,-4.4865
105.2728,-4.9768,-5.1584,-4.9274
105.3115,-5.6626,-5.0499,-4.9358
105.3501,-5.0916,-4.7184,-4.7158
105.3888,-4.5196,-4.4795,-5.2608
105.4274,-4.9288,-4.891,-4.8985
105.4661,-4.7378,-4.7606,-4.9383
105.5047,-4.7084,-4.655,-5.3041
105.5434,-4.7318,-4.8008,-4.5121
105.582,-4.6619,-4.9314,-5.0825
105.6207,-4.9817,-4.6071,-4.4235
105.6593,-5.7807,-4.8565,-5.2801
105.6979,-4.8806,-5.1299,-4.6729
105.7366,-4.7778,-4.6792,-4.4452
105.7752,-4.7859,-4.9344,-4.74
105.8139,-4.9117,-4.8427,-4.6592
105.8525,-4.4635,-5.0351,-4.5566
105.8912,-4.8435,-5.0569,-4.6845
105.9298,-5.0144,-4.8071,-4.4749
105.9685,-5.0966,-5.2275,-4.2723
106.0071,-5.1958,-5.0706,-4.395
106.0458,-5.4242,-5.2924,-5.0984
106.0844,-5.1979,-4.9786,-4.6283
106.1231,-4.7096,-4.7126,-4.4637
106.1617,-5.3914,-5.0354,-4.4096
106.2003,-4.9508,-4.5309,-4.5999
106.239,-4.9326,-4.8085,-4.8497
106.2776,-4.5793,-4.7249,-4.3548
106.3163,-5.0648,-4.6384,-4.8813
106.3549,-4.5619,-4.7048,-4.6512
106.3936,-4.783,-5.0274,-5.1965
106.4322,-4.7685,-5.1904,-4.7524
106.4709,-4.5807,-4.9033,-5.5042
106.5095,-4.7064,-4.7008,-4.5853
106.5482,-5.1733,-5.0526,-4.699
106.5868,-5.1087,-5.3829,-4.8178
106.6255,-4.9309,-5.2353,-5.0972
106.6641,-4.6677,-5.008,-5.0371
106.7027,-5.3387,-6.0851,-5.2495
106.7414,-5.2759,-4.5475,-4.9882
106.78,-4.6349,-4.693,-4.9337
106.8187,-5.2519,-4.8682,-4.7988
106.8573,-4.672,-4.6901,-5.0662
106.896,-4.8457,-5.0428,-5.144
106.9346,-4.7632,-4.8505,-4.7885
106.9733,-4.7871,-4.6305,-4.3893
107.0119,-5.0326,-6.3188,-4.4265
107.0506,-5.0994,-4.8589,-4.4798
107.0892,-4.7361,-4.5511,-4.5143
107.1279,-4.7338,-4.841,-4.1546
107.1665,-5.0793,-4.7411,-5.0782
107.2052,-4.5459,-4.5914,-4.7264
107.2438,-5.1337,-5.085,-4.5401
107.2824,-5.2592,-4.6197,-4.751
107.3211,-5.4782,-4.683,-4.7811
107.3597,-4.6365,-4.5971,-5.1544
107.3984,-4.8161,-4.8624,-4.7145
107.437,-5.142,-5.1932,-5.3537
107.4757,-4.602,-5.0099,-4.5869
107.5143,-5.6619,-4.9833,-4.6866
107.553,-4.9667,-5.1141,-5.6183
107.5916,-4.7957,-4.9588,-4.8314
107.6303,-4.8084,-5.1118,-4.8762
107.6689,-4.8784,-5.1368,-4.7267
107.7076,-4.5951,-5.1316,-4.4627
107.7462,-4.909,-5.102,-4.4738
107.7848,-4.9457,-4.5988,-4.552
107.8235,-4.9742,-4.8577,-4.6045
107.8621,-5.1461,-5.4498,-4.731
107.9008,-5.3658,-5.0548,-5.0841
107.9394,-4.9191,-5.4528,-4.4379
107.9781,-4.8182,-4.6898,-4.4493
108.0167,-4.57,-4.8146,-6.7455
108.0554,-5.0938,-5.0782,-4.7734
108.094,-5.0204,-4.9226,-5.6281
108.1327,-4.6666,-4.8979,-4.4795
108.1713,-4.5757,-4.8521,-4.6709
108.21,-4.657,-4.679,-5.1278
108.2486,-5.2856,-5.2072,-4.7041
108.2873,-4.5816,-4.9656,-4.4772
108.3259,-4.6519,-5.2587,-5.4035
108.3645,-5.0032,-5.2987,-4.2839
108.4032,-4.9792,-4.8994,-4.5139
108.4418,-4.744,-4.8703,-4.6583
108.4805,-4.6664,-4.8092,-4.5328
108.5191,-5.0511,-4.7899,-4.4214
108.5578,-4.9355,-5.0404,-5.7283
108.5964,-4.7051,-5.0272,-5.2924
108.6351,-4.7552,-4.9707,-4.7461
108.6737,-4.6461,-4.7467,-4.3253
108.7124,-4.8415,-5.0863,-4.8334
108.751,-4.7472,-5.484,-4.9094
108.7897,-4.913,-5.1699,-4.4849
108.8283,-4.8931,-4.893,-4.8462
108.8669,-4.9056,-4.6131,-5.2984
108.9056,-4.7123,-4.8047,-4.7589
108.9442,-4.9615,-5.2704,-5.3418
108.9829,-5.2345,-5.085,-4.5276
109.0215,-4.842,-5.0902,-4.7533
109.0602,-4.9885,-5.3324,-4.7048
109.0988,-4.8573,-4.745,-4.3121
109.1375,-4.8652,-4.9879,-4.9165
109.1761,-4.6125,-5.333,-4.4535
109.2148,-5.0153,-4.9699,-4.877
109.2534,-5.087,-4.7056,-4.6751
109.2921,-4.8342,-4.7791,-4.6691
109.3307,-4.7639,-4.6759,-4.7795
109.3694,-4.9351,-4.7253,-4.5742
109.408,-4.9583,-5.3954,-4.5161
109.4466,-5.0088,-4.9132,-4.4147
109.4853,-4.8388,-4.9018,-4.5169
109.5239,-4.4929,-4.6584,-4.5504
109.5626,-4.6445,-5.3672,-4.8321
109.6012,-4.7567,-5.1008,-4.8421
109.6399,-5.1584,-4.7053,-4.6005
109.6785,-4.696,-4.9237,-4.3818
109.7172,-5.4919,-4.707,-4.7919
109.7558,-5.258,-4.9291,-5.1929
109.7945,-4.8513,-4.8316,-4.7464
109.8331,-4.7709,-4.5063,-4.5947
109.8718,-4.9531,-4.6919,-4.8407
109.9104,-4.4899,-4.2042,-4.4378
109.949,-4.6068,-4.2005,-4.1411
109.9877,-4.5291,-4.3374,-4.3729
110.0263,-5.0235,-4.7897,-4.3769
110.065,-4.7735,-4.7102,-4.5212
110.1036,-4.5409,-4.8288,-4.9566
110.1423,-4.9398,-4.7248,-4.7132
110.1809,-4.8734,-4.9412,-4.4524
110.2196,-5.0312,-5.3697,-4.4993
110.2582,-5.1263,-5.1194,-4.5693
110.2969,-4.9192,-5.0713,-5.3975
110.3355,-4.6785,-4.6615,-4.8429
110.3742,-4.9573,-4.9018,-4.4157
110.4128,-4.8768,-4.8267,-4.6219
110.4515,-4.5751,-4.8483,-4.6639
110.4901,-5.0992,-5.7735,-4.5801
110.5287,-4.6598,-4.5623,-4.5225
110.5674,-4.6759,-4.5411,-4.789
110.606,-4.8263,-4.8408,-4.799
110.6447,-4.833,-4.9088,-4.5907
110.6833,-4.9531,-4.9645,-4.5092
110.722,-4.9479,-4.4994,-4.5487
110.7606,-4.5349,-4.6807,-4.9289
110.7993,-5.0506,-4.7848,-4.9393
110.8379,-5.2641,-4.8228,-5.0243
110.8766,-4.8749,-4.8836,-4.4982
110.9152,-5.0817,-4.6668,-4.7522
110.9539,-5.1855,-4.6537,-4.8568
110.9925,-4.7054,-4.7758,-4.8632
111.0311,-4.9373,-4.9939,-4.771
111.0698,-4.7289,-4.9308,-4.6268
111.1084,-5.0958,-5.015,-4.5715
111.1471,-4.9696,-4.9816,-4.7688
111.1857,-4.8907,-4.8014,-5.0599
111.2244,-5.0711,-4.9714,-4.6969
111.263,-5.1506,-4.8158,-4.7634
111.3017,-4.8763,-5.1054,-4.3533
111.3403,-4.7117,-5.0999,-5.0829
111.379,-4.5729,-4.8105,-4.573
111.4176,-4.86,-4.8746,-4.7775
111.4563,-5.0392,-4.9447,-4.6318
111.4949,-4.8792,-4.8712,-4.8505
111.5336,-5.0892,-4.8129,-4.7195
111.5722,-4.9357,-4.7113,-4.7901
111.6108,-4.7439,-4.8693,-4.5974
111.6495,-5.4065,-4.8622,-4.6626
111.6881,-5.0322,-4.9065,-4.4433
111.7268,-4.6242,-4.829,-4.6774
111.7654,-4.9423,-4.8931,-4.8469
111.8041,-4.9887,-5.2718,-4.9468
111.8427,-4.7004,-5.5389,-5.2483
111.8814,-5.4586,-4.5836,-4.5062
111.92,-4.7779,-4.8433,-5.0089
111.9587,-4.9138,-5.1551,-4.664
111.9973,-5.2203,-5.0567,-5.0748
112.036,-4.6968,-4.7078,-4.5297
112.0746,-4.7356,-4.5939,-4.879
112.1132,-4.6978,-5.1082,-4.6113
112.1519,-5.0207,-4.8722,-5.0269
112.1905,-4.6927,-4.6931,-4.3925
112.2292,-4.6157,-4.9508,-4.5694
112.2678,-4.6714,-4.8562,-4.6058
112.3065,-4.8415,-4.8419,-4.5474
112.3451,-5.0062,-4.8602,-5.7861
112.3838,-4.892,-4.8596,-4.6602
112.4224,-4.854,-4.5477,-4.8472
112.4611,-4.9186,-4.7395,-4.4345
112.4997,-5.1126,-4.5507,-4.721
112.5384,-5.6586,-4.8523,-4.8836
112.577,-4.8181,-4.8044,-4.405
112.6157,-4.9557,-5.0752,-4.697
112.6543,-5.0545,-4.643,-4.6029
112.6929,-4.8461,-4.7888,-4.5574
112.7316,-5.3458,-5.4665,-5.2229
112.7702,-5.0003,-4.6982,-4.6066
112.8089,-5.0035,-4.94,-4.7368
112.8475,-4.8337,-4.7559,-4.3093
112.8862,-4.6614,-4.7525,-5.4893
112.9248,-4.819,-4.7687,-4.7327
112.9635,-4.693,-5.001,-4.7448
113.0021,-4.6148,-4.8411,-4.7835
113.0408,-5.4635,-5.0045,-4.772
113.0794,-5.2428,-4.9449,-5.2817
113.1181,-5.0571,-4.8489,-4.6757
113.1567,-4.8523,-4.8258,-4.7661
113.1953,-4.6186,-4.7068,-4.6278
113.234,-4.6251,-4.7128,-5.0738
113.2726,-5.2751,-4.8202,-4.7531
113.3113,-5.0646,-5.2678,-4.597
113.3499,-4.9546,-5.017,-4.3754
113.3886,-4.5918,-4.6452,-5.102
113.4272,-4.8879,-4.8484,-4.6671
113.4659,-5.2521,-4.6041,-4.6635
113.5045,-4.5774,-4.5728,-4.6677
113.5432,-5.3434,-4.6441,-4.4899
113.5818,-5.206,-4.99,-4.9698
113.6205,-5.1817,-4.9552,-4.5208
113.6591,-4.9334,-4.7868,-4.8223
113.6978,-5.2042,-4.7364,-4.581
113.7364,-4.8344,-5.0666,-5.1764
113.775,-5.4094,-4.8674,-4.6057
113.8137,-4.7433,-5.3935,-4.3411
113.8523,-4.8864,-5.612,-4.9855
113.891,-4.8661,-5.2713,-4.9909
113.9296,-4.48,-4.867,-4.6923
113.9683,-5.2358,-4.8054,-4.6278
114.0069,-5.0745,-5.0726,-4.4023
114.0456,-5.174,-5.1781,-5.0089
114.0842,-5.493,-5.0674,-4.6667
114.1229,-4.6099,-4.86,-4.5001
114.1615,-4.5932,-4.5987,-4.3904
114.2002,-4.8446,-4.6572,-4.8576
114.2388,-5.2321,-4.7669,-4.4259
114.2774,-4.7327,-4.5814,-4.6841
114.3161,-5.2303,-4.8893,-4.8442
114.3547,-4.8594,-4.8692,-4.6455
114.3934,-4.6388,-4.594,-4.7678
114.432,-4.8534,-4.8041,-4.5234
114.4707,-5.0287,-4.7114,-5.1136
114.5093,-4.9251,-4.8008,-5.0433
114.548,-4.7443,-4.8058,-4.6582
114.5866,-5.6789,-5.026,-5.0683
114.6253,-4.7122,-4.8037,-5.1064
114.6639,-5.2504,-4.6872,-4.8589
114.7026,-4.851,-4.5928,-4.6807
114.7412,-4.6883,-4.9615,-4.6513
114.7799,-4.7532,-4.5934,-4.4749
114.8185,-4.8446,-4.9325,-4.6762
114.8571,-4.7225,-4.8632,-4.3426
114.8958,-4.658,-4.5851,-4.407
114.9344,-4.8043,-4.9394,-4.4425
114.9731,-4.7129,-4.8266,-6.0202
115.0117,-4.4671,-4.8505,-4.5455
115.0504,-4.4998,-4.8017,-4.4212
115.089,-4.8699,-5.071,-4.7992
115.1277,-4.4643,-4.7156,-5.0064
115.1663,-4.614,-5.3502,-4.4724
115.205,-4.6845,-4.7933,-4.8431
115.2436,-4.7064,-4.7491,-4.4103
115.2823,-4.8073,-5.0141,-4.4784
115.3209,-4.5608,-5.4522,-4.4411
115.3595,-5.1511,-4.7219,-4.3039
115.3982,-5.1137,-4.9061,-5.6518
115.4368,-4.557,-4.487,-4.636
115.4755,-5.5454,-4.9485,-4.4636
115.5141,-4.6621,-4.8566,-4.4009
115.5528,-5.835,-5.1933,-4.2472
115.5914,-4.7431,-4.7343,-4.4899
115.6301,-4.7462,-4.7889,-4.3921
115.6687,-4.6463,-4.7346,-4.5619
115.7074,-4.7449,-5.3648,-4.9596
115.746,-5.0512,-5.6763,-4.9924
115.7847,-4.7426,-4.9637,-4.4706
115.8233,-4.6701,-4.7984,-4.3188
115.862,-4.8255,-4.5994,-4.7526
115.9006,-4.8188,-5.3337,-4.8858
115.9392,-5.0288,-4.9894,-4.6333
115.9779,-4.6492,-4.6277,-4.3515
116.0165,-5.1935,-4.7175,-4.787
116.0552,-4.8574,-4.8306,-4.5374
116.0938,-4.6511,-4.7006,-4.7317
116.1325,-4.8047,-4.8578,-4.9022
116.1711,-4.981,-5.335,-4.7234
116.2098,-4.8103,-4.8667,-5.6969
116.2484,-5.4269,-5.0863,-4.7951
116.2871,-4.9886,-5.0225,-5.0153
116.3257,-4.9637,-4.9084,-4.8637
116.3644,-4.9578,-4.9838,-5.407
116.403,-5.7454,-4.9969,-5.1668
116.4416,-5.0734,-5.03,-4.6277
116.4803,-4.6391,-5.0654,-4.5863
116.5189,-5.1815,-5.3395,-4.8117
116.5576,-4.6122,-4.4212,-4.819
116.5962,-4.7295,-4.5001,-5.0948
116.6349,-4.9621,-4.6954,-4.4072
116.6735,-4.8973,-5.0753,-4.5064
116.7122,-5.0042,-4.4206,-4.7875
116.7508,-4.5869,-4.5417,-4.3395
116.7895,-4.9522,-4.7673,-4.661
116.8281,-4.8429,-4.6599,-4.9785
116.8668,-4.5385,-4.6042,-4.5303
116.9054,-4.7403,-4.9886,-4.2011
116.944,-4.9576,-4.897,-4.9669
116.9827,-4.891,-4.7575,-4.5674
117.0213,-4.8652,-4.7532,-4.831
117.06,-4.5965,-4.5203,-5.0387
117.0986,-4.7888,-4.5262,-4.5423
117.1373,-4.7687,-4.4881,-4.5853
117.1759,-4.8625,-4.6502,-4.5414
117.2146,-4.7083,-4.7637,-5.2446
117.2532,-4.8394,-4.6897,-4.6947
117.2919,-5.1557,-5.2935,-4.9859
117.3305,-4.7102,-4.7691,-4.7132
117.3692,-5.0045,-4.6903,-4.9262
117.4078,-4.7973,-4.7098,-5.0283
117.4465,-4.957,-4.7559,-4.6041
117.4851,-4.6359,-4.9528,-5.4724
117.5237,-5.1012,-5.4024,-4.8223
117.5624,-4.7308,-5.0163,-4.7646
117.601,-4.6537,-4.5885,-5.1153
117.6397,-5.9091,-5.1764,-5.1046
117.6783,-4.8274,-5.4399,-5.157
117.717,-5.0816,-4.9535,-4.6077
117.7556,-4.4342,-4.5505,-4.6519
117.7943,-5.1196,-4.658,-4.5584
117.8329,-4.8112,-4.8336,-4.6431
117.8716,-4.986,-4.4842,-4.4821
117.9102,-5.3415,-4.7398,-4.7566
117.9489,-4.5461,-4.7869,-4.3731
117.9875,-5.2361,-4.63,-4.506
118.0261,-4.6358,-4.9198,-4.6946
118.0648,-5.3841,-4.7882,-4.5075
118.1034,-4.9124,-4.6174,-4.5792
118.1421,-4.9539,-5.0126,-4.9234
118.1807,-5.3067,-4.9911,-4.8846
118.2194,-4.7222,-4.5126,-4.9603
118.258,-4.7992,-4.572,-4.4669
118.2967,-4.9325,-4.6774,-4.7029
118.3353,-4.6188,-4.6693,-4.7015
118.374,-4.622,-4.6226,-4.439
118.4126,-4.4928,-4.644,-4.6088
118.4513,-4.9512,-4.5039,-4.6003
118.4899,-4.8001,-4.8752,-4.8003
118.5286,-4.9044,-4.491,-4.5861
118.5672,-5.2425,-5.6399,-4.5626
118.6058,-5.0656,-4.7522,-4.8204
118.6445,-4.5957,-4.7151,-4.4354
118.6831,-5.0334,-4.8423,-4.8251
118.7218,-4.8139,-4.5153,-4.4384
118.7604,-4.6298,-4.5132,-4.5507
118.7991,-4.8034,-4.391,-4.8935
118.8377,-4.7329,-4.6277,-4.5566
118.8764,-4.9351,-4.5601,-4.3376
118.915,-5.4351,-4.6858,-4.6199
118.9537,-4.6682,-5.2265,-4.9373
118.9923,-4.8989,-4.7551,-4.3603
119.031,-5.1702,-4.5718,-4.3918
119.0696,-4.6383,-4.5701,-4.6633
119.1082,-4.6435,-4.5332,-4.2438
